set_name,set_topic,set_id,order_index,word,pronunciation,part_of_speech,level,definition_vi,definition_en,synonyms,antonyms,example_sentence
Film & Cinema Vocabulary,Film and Cinema,a217d42a-d1dc-4010-9e4a-2e86bbc60d99,8,casting,/ˈkɑːs.tɪŋ/,noun,B2,việc tuyển chọn diễn viên,the process of choosing actors to play the characters in a film,"selection, hiring",,The casting director faced a difficult decision in choosing the lead actor for the role.
Film & Cinema Vocabulary,Film and Cinema,a217d42a-d1dc-4010-9e4a-2e86bbc60d99,9,script,/skrɪpt/,noun,B2,kịch bản phim,"the written text of a play, film, or broadcast programme","screenplay, dialogue",,The script was praised for its witty dialogue and compelling storyline.
Film & Cinema Vocabulary,Film and Cinema,a217d42a-d1dc-4010-9e4a-2e86bbc60d99,10,director,/dɪˈrek.tər/,noun,B2,đạo diễn,the person who directs the performance of actors in a play or film,filmmaker,,The director's vision was crucial in bringing the complex narrative to life.
Film & Cinema Vocabulary,Film and Cinema,a217d42a-d1dc-4010-9e4a-2e86bbc60d99,11,producer,/prəˈdjuː.sər/,noun,B2,nhà sản xuất,a person who makes films or television programmes and is in charge of the money and the organization,maker,,The producer secured the funding and managed the entire production process.
Film & Cinema Vocabulary,Film and Cinema,a217d42a-d1dc-4010-9e4a-2e86bbc60d99,12,screenwriter,/ˈskriːn.raɪ.tər/,noun,B2,biên kịch,a person who writes screenplays,scriptwriter,,The screenwriter spent years developing the intricate plot for the historical drama.
Film & Cinema Vocabulary,Film and Cinema,a217d42a-d1dc-4010-9e4a-2e86bbc60d99,13,actor/actress,"/ˈæk.tər/, /ˈæk.trəs/",noun,B2,diễn viên nam/nữ,a person who acts in plays or films,performer,,The lead actress delivered a powerful performance that earned her critical acclaim.
Film & Cinema Vocabulary,Film and Cinema,a217d42a-d1dc-4010-9e4a-2e86bbc60d99,14,special effects,/ˌspeʃ.əl ɪˈfekt/,noun,B2,hiệu ứng đặc biệt,images or sounds that are created artificially to make a film seem more exciting or realistic,VFX,,The film's groundbreaking special effects revolutionized the way action sequences were filmed.
Film & Cinema Vocabulary,Film and Cinema,a217d42a-d1dc-4010-9e4a-2e86bbc60d99,15,editing,/ˈed.ɪ.tɪŋ/,noun,B2,sự dựng phim,the process of preparing written material or film for publication or production,montage,,The fast-paced editing contributed to the film's suspenseful atmosphere.
Film & Cinema Vocabulary,Film and Cinema,a217d42a-d1dc-4010-9e4a-2e86bbc60d99,16,plot twist,/ˈplɒt twɪst/,noun,B2,cú twist bất ngờ trong cốt truyện,a sudden and unexpected change in the story of a film or book,unexpected turn,,The film is known for its shocking plot twist that leaves the audience stunned.
Film & Cinema Vocabulary,Film and Cinema,a217d42a-d1dc-4010-9e4a-2e86bbc60d99,17,character development,/ˈkær.ək.tər dɪˈvel.əp.mənt/,noun,B2,sự phát triển nhân vật,the process by which a character in a story changes or grows over time,character arc,,"The film excels in its nuanced character development, making the protagonists relatable."
Film & Cinema Vocabulary,Film and Cinema,a217d42a-d1dc-4010-9e4a-2e86bbc60d99,18,dialogue,/ˈdaɪ.ə.lɒɡ/,noun,B2,lời thoại,the conversation between actors in a film or play,"conversation, lines",,The sharp and witty dialogue is one of the film's strongest assets.
Film & Cinema Vocabulary,Film and Cinema,a217d42a-d1dc-4010-9e4a-2e86bbc60d99,19,setting,/ˈset.ɪŋ/,noun,B2,"bối cảnh (thời gian, địa điểm)",the time and place in which a story happens,"location, environment",,The film's historical setting was meticulously recreated to transport viewers back in time.
Film & Cinema Vocabulary,Film and Cinema,a217d42a-d1dc-4010-9e4a-2e86bbc60d99,20,climax,/ˈklaɪ.mæks/,noun,B2,cao trào,the most exciting or important part of a film or piece of music,"peak, zenith",anticlimax,The film builds to a thrilling climax that resolves the central conflict.
Film & Cinema Vocabulary,Film and Cinema,a217d42a-d1dc-4010-9e4a-2e86bbc60d99,21,resolution,/ˌrez.əˈluː.ʃən/,noun,B2,"sự giải quyết (vấn đề, xung đột)",the act of solving a problem or ending a difficulty,"solution, outcome",,"The resolution of the story was satisfying, tying up all the loose ends."
Film & Cinema Vocabulary,Film and Cinema,a217d42a-d1dc-4010-9e4a-2e86bbc60d99,22,subplot,/ˈsʌb.plɒt/,noun,B2,cốt truyện phụ,a secondary plot in a film or book,secondary plot,,The subplot involving the detective's personal life added depth to the main narrative.
Film & Cinema Vocabulary,Film and Cinema,a217d42a-d1dc-4010-9e4a-2e86bbc60d99,23,critically acclaimed,/ˈkrɪt.ɪ.kəl.i əˈkleɪmd/,adjective,B2,được giới phê bình đánh giá cao,praised highly by people who write about films,"highly praised, lauded",critically panned,The independent film was critically acclaimed for its originality and powerful performances.
Film & Cinema Vocabulary,Film and Cinema,a217d42a-d1dc-4010-9e4a-2e86bbc60d99,24,box office,/ˈbɒks ˌɒf.ɪs/,noun,B2,"phòng vé, doanh thu phòng vé",the place where tickets are sold in a theatre or cinema; the amount of money that a film or show earns,ticket sales,,The film's success at the box office exceeded all expectations.
Film & Cinema Vocabulary,Film and Cinema,a217d42a-d1dc-4010-9e4a-2e86bbc60d99,25,visual effects (vfx),/ˈvɪʒ.u.əl ɪˈfekt/,noun,B2,hiệu ứng hình ảnh,images or sequences created digitally rather than filmed,special effects,,The breathtaking visual effects made the fantasy world incredibly believable.
Film & Cinema Vocabulary,Film and Cinema,a217d42a-d1dc-4010-9e4a-2e86bbc60d99,26,score,/skɔːr/,noun,B2,nhạc nền (nhạc không lời),music written for a film,"soundtrack, music",,The composer's evocative score perfectly complemented the film's emotional tone.
Film & Cinema Vocabulary,Film and Cinema,a217d42a-d1dc-4010-9e4a-2e86bbc60d99,27,ensemble cast,/ɒnˈsɒm.bəl kɑːst/,noun,C1,"dàn diễn viên đồng đều, không có vai chính nổi bật",a cast in which all actors have roles of comparable importance,all-star cast,,"The film features an impressive ensemble cast, with each actor giving a memorable performance."
Film & Cinema Vocabulary,Film and Cinema,a217d42a-d1dc-4010-9e4a-2e86bbc60d99,28,cinematic,/ˌsɪn.əˈmæt.ɪk/,adjective,B2,"thuộc về điện ảnh, có tính điện ảnh",relating to or suitable for the cinema,filmic,,The director's use of sweeping camera movements created a truly cinematic experience.
Film & Cinema Vocabulary,Film and Cinema,a217d42a-d1dc-4010-9e4a-2e86bbc60d99,29,mise-en-scène,/ˌmiːz ɒn ˈsen/,noun,C1,"bố cục, cách bài trí trong khung hình",the arrangement of scenery and properties on the stage or in a film,"staging, visual composition",,The meticulous mise-en-scène in the film conveyed a sense of unease and isolation.
Hành vi tiêu dùng & Quảng cáo,Consumer Behavior & Advertising,a47dabfc-3625-5966-8b56-d0d88d7f9057,0,consumer behavior,/kənˈsuːmə bɪˈheɪvjə/,phrase,B2,"những hành động, quyết định và thói quen của người mua hàng khi chọn, mua và sử dụng sản phẩm","the study of individuals, groups, or organizations and the processes they use to select, secure, and dispose of products","purchasing behavior, buying habits",,Understanding consumer behavior helps companies develop more effective marketing strategies and improve customer satisfaction.
Hành vi tiêu dùng & Quảng cáo,Consumer Behavior & Advertising,a47dabfc-3625-5966-8b56-d0d88d7f9057,1,impulse buying,/ˈɪmpʌls ˈbaɪɪŋ/,phrase,B2,"hành động mua sắm bất chợt, không có kế hoạch trước, thường do cảm xúc hoặc kích thích tức thời","unplanned purchasing decisions made without prior intention, often triggered by emotional or situational factors","spontaneous purchase, unplanned buying","planned purchase, deliberate buying",Retailers strategically place attractive products near checkout counters to encourage impulse buying among customers.
Hành vi tiêu dùng & Quảng cáo,Consumer Behavior & Advertising,a47dabfc-3625-5966-8b56-d0d88d7f9057,2,brand loyalty,/brænd ˈlɔɪəlti/,phrase,B2,"sự gắn bó, trung thành của khách hàng với một thương hiệu cụ thể, sẵn sàng mua lại và giới thiệu cho người khác",the tendency of consumers to continue purchasing from the same brand and recommend it to others,"customer loyalty, brand affinity","brand switching, disloyalty",Apple has cultivated exceptional brand loyalty by consistently delivering high-quality products and innovative design.
Hành vi tiêu dùng & Quảng cáo,Consumer Behavior & Advertising,a47dabfc-3625-5966-8b56-d0d88d7f9057,3,target audience,/ˈtɑːrɡɪt ˈɔːdiəns/,phrase,B2,nhóm người tiêu dùng cụ thể mà một chiến dịch quảng cáo hoặc sản phẩm hướng tới,the specific group of consumers that a company aims to reach with its marketing and advertising efforts,"target market, intended audience",,The luxury car manufacturer identified young professionals aged 25-40 as their primary target audience.
Hành vi tiêu dùng & Quảng cáo,Consumer Behavior & Advertising,a47dabfc-3625-5966-8b56-d0d88d7f9057,4,advertising campaign,/ˈædvərtaɪzɪŋ kæmˈpeɪn/,phrase,B2,một loạt các hoạt động quảng cáo được lên kế hoạch và thực hiện để quảng bá sản phẩm hoặc dịch vụ,a coordinated series of promotional activities designed to achieve specific marketing objectives,"marketing campaign, promotional campaign",,The company's latest advertising campaign successfully increased brand awareness by 45% in just three months.
Hành vi tiêu dùng & Quảng cáo,Consumer Behavior & Advertising,a47dabfc-3625-5966-8b56-d0d88d7f9057,5,persuasive technique,/pərˈsweɪsɪv tekˈniːk/,phrase,B2,phương pháp hoặc kỹ thuật được sử dụng để thuyết phục người tiêu dùng mua sản phẩm hoặc dịch vụ,a method or strategy employed to convince consumers to purchase a product or adopt a particular viewpoint,"persuasion strategy, influence tactic",,"Advertisers use various persuasive techniques such as emotional appeals, celebrity endorsements, and scarcity messaging."
Hành vi tiêu dùng & Quảng cáo,Consumer Behavior & Advertising,a47dabfc-3625-5966-8b56-d0d88d7f9057,6,brand positioning,/brænd pəˈzɪʃənɪŋ/,phrase,C1,cách thức mà một thương hiệu định vị chính mình trong tâm trí của người tiêu dùng so với các đối thủ cạnh tranh,the strategy of establishing a unique place for a brand in the consumer's mind relative to competitors,"market positioning, brand differentiation",,"Tesla's brand positioning emphasizes innovation and environmental sustainability, distinguishing it from traditional automakers."
Hành vi tiêu dùng & Quảng cáo,Consumer Behavior & Advertising,a47dabfc-3625-5966-8b56-d0d88d7f9057,7,consumer psychology,/kənˈsuːmə saɪˈkɒlədʒi/,phrase,C1,lĩnh vực nghiên cứu các yếu tố tâm lý ảnh hưởng đến quyết định mua hàng và hành vi tiêu dùng của con người,the study of psychological factors that influence consumer decision-making and purchasing behavior,"behavioral economics, consumer motivation",,"Consumer psychology reveals that color, packaging design, and price anchoring significantly impact purchasing decisions."
