set_name,set_topic,set_id,question_type,difficulty,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,created_at
Từ nối & Diễn ngôn học thuật,Discourse Markers & Linking Words,96676eb6-d0b1-5ea8-8134-c04868e9e6fc,meaning,intermediate,Which discourse marker is best used to paraphrase or clarify a previous statement - ,nonetheless,in other words / to put it another way,on the one hand,albeit,B,"""In other words"" và ""to put it another way"" dùng để làm rõ hoặc diễn đạt lại ý kiến đã nêu. Cả hai là từ đồng nghĩa với chức năng này.",2026-06-04T07:19:35.747577+00:00
Từ nối & Diễn ngôn học thuật,Discourse Markers & Linking Words,96676eb6-d0b1-5ea8-8134-c04868e9e6fc,collocation,advanced,"The policy was strict. __________, it was necessary __________  the safety regulations.",Nonetheless / despite,Moreover / in addition to,Conversely / in light of,Ultimately / albeit,B,"""Moreover"" (hơn nữa) thêm lý do bổ sung. ""In addition to"" (ngoài ra) có thể dùng trước danh từ. Cùng chỉ bổ sung, không tương phản.",2026-06-04T07:19:35.747577+00:00
Từ nối & Diễn ngôn học thuật,Discourse Markers & Linking Words,96676eb6-d0b1-5ea8-8134-c04868e9e6fc,fill_blank,advanced,"Despite the challenges, the team __________ completed the project on time.",nonetheless,ultimately,in contrast,admittedly,B,"""Ultimately"" (cuối cùng) chỉ kết quả cuối cùng sau khó khăn. ""Nonetheless"" đúng về mặt ngữ pháp nhưng ""ultimately"" tự nhiên hơn trong ngữ cảnh này để chỉ kết quả cuối cùng.",2026-06-04T07:19:35.747577+00:00
Từ nối & Diễn ngôn học thuật,Discourse Markers & Linking Words,96676eb6-d0b1-5ea8-8134-c04868e9e6fc,meaning,advanced,"""It should be noted"" serves what primary function in academic writing - ",To introduce an opposing view,To emphasize an important point for consideration,To show temporal sequence,To clarify a previously stated idea,B,"""It should be noted"" dùng để nhấn mạnh điểm quan trọng cần chú ý. Nó hướng chú ý độc giả đến thông tin quan trọng, hay dùng trong bài viết học thuật.",2026-06-04T07:19:35.747577+00:00
Từ nối & Diễn ngôn học thuật,Discourse Markers & Linking Words,96676eb6-d0b1-5ea8-8134-c04868e9e6fc,fill_blank,basic,"The first method is traditional; __________, the modern approach offers greater efficiency.",in light of,in contrast,moreover,nonetheless,B,"""In contrast"" (ngược lại) chỉ sự đối lập giữa phương pháp truyền thống và hiện đại. ""Moreover"" sai vì không phải thêm thông tin cùng loại.",2026-06-04T07:19:35.747577+00:00
Từ nối & Diễn ngôn học thuật,Discourse Markers & Linking Words,96676eb6-d0b1-5ea8-8134-c04868e9e6fc,fill_blank,advanced,"Fill in the blank: ""The product is expensive, __________ its quality is unquestionable.""",consequently,admittedly,conversely,in addition to,B,"""Admittedly"" (công nhân là đúng) dùng để nhận thừa một sự thật trước khi phủ nhận hoặc hạn chế nó. Ở đây: ""Công nhân là đúng rằng nó đắt, nhưng chất lượng không thể phủ nhận.""",2026-06-04T07:19:35.747577+00:00
Từ nối & Diễn ngôn học thuật,Discourse Markers & Linking Words,96676eb6-d0b1-5ea8-8134-c04868e9e6fc,synonym,basic,"Which word could be replaced with ""furthermore"" without changing the meaning significantly - ",nonetheless,moreover,conversely,ultimately,B,"""Moreover"" (hơn nữa) và ""furthermore"" (hơn nữa) là từ đồng nghĩa hoàn toàn, cả hai đều dùng để thêm thông tin bổ sung. ""Conversely"" là đối lập ý nghĩa.",2026-06-04T07:19:35.747577+00:00
Từ nối & Diễn ngôn học thuật,Discourse Markers & Linking Words,96676eb6-d0b1-5ea8-8134-c04868e9e6fc,meaning,intermediate,"What is the primary meaning of the discourse marker ""in light of"" - ",As a result of; considering,Despite the fact that,In addition to something else,On the contrary; however,A,"""In light of"" có nghĩa là ""xem xét dựa trên; dựa vào"" (as a result of considering). Các lựa chọn khác là ý nghĩa của các từ khác.",2026-06-04T07:19:35.747577+00:00
Từ nối & Diễn ngôn học thuật,Discourse Markers & Linking Words,96676eb6-d0b1-5ea8-8134-c04868e9e6fc,fill_blank,advanced,"Which of the following best completes the sentence? 'The project faced numerous obstacles during its initial phase; _____, the team successfully delivered the final product on schedule.'",notwithstanding,therefore,furthermore,meanwhile,A,"Câu này cần một từ nối chỉ sự tương phản mạnh mẽ giữa hai ý: gặp khó khăn nhưng vẫn thành công. 'Notwithstanding' (mặc dù, bất chấp) là lựa chọn đúng vì nó thể hiện rõ ý này. 'Therefore' (vì vậy) sai vì nó chỉ nguyên nhân-kết quả. 'Furthermore' (hơn nữa) và 'meanwhile' (trong khi đó) không phù hợp với ngữ cảnh.",2026-06-07T22:03:21.533617+00:00
Từ nối & Diễn ngôn học thuật,Discourse Markers & Linking Words,96676eb6-d0b1-5ea8-8134-c04868e9e6fc,fill_blank,advanced,"Read the passage: 'Some critics argue that social media promotes superficial connections. _____, the platform has enabled marginalized communities to organize and amplify their voices.' Which phrase best fits the blank?",By the same token,Be that as it may,To that end,In the final analysis,B,"'Be that as it may' (dù sao đi nữa) là cách tự nhiên để chuyển tiếp từ một quan điểm này sang một quan điểm khác mà không hoàn toàn đồng ý. 'By the same token' (theo cách tương tự) sai vì nó dùng để chỉ sự tương đồng, không phải tương phản. 'To that end' (để đạt được mục đích đó) và 'In the final analysis' (cuối cùng thì) không phù hợp với cấu trúc câu.",2026-06-07T22:03:21.533617+00:00
Từ nối & Diễn ngôn học thuật,Discourse Markers & Linking Words,96676eb6-d0b1-5ea8-8134-c04868e9e6fc,fill_blank,intermediate,"Which phrase is most appropriate to introduce a conclusion after discussing multiple factors? 'The research examined economic, social, and environmental impacts. _____, sustainable development requires integrated policy approaches.'",At the outset,In this regard,In the final analysis,From this perspective,C,'In the final analysis' (cuối cùng thì) được dùng để giới thiệu kết luận sau khi xem xét tất cả các yếu tố. 'At the outset' (ngay từ đầu) sai vì nó chỉ điều gì đó ở giai đoạn đầu. 'In this regard' (về vấn đề này) và 'From this perspective' (từ góc độ này) không mạnh mẽ để giới thiệu kết luận cuối cùng.,2026-06-07T22:03:21.533617+00:00
Từ nối & Diễn ngôn học thuật,Discourse Markers & Linking Words,96676eb6-d0b1-5ea8-8134-c04868e9e6fc,fill_blank,intermediate,"Choose the best linking phrase: 'The government implemented strict lockdown measures to control the pandemic. _____, schools were closed and businesses were forced to operate remotely.'",To that end,In light of this,It is worth noting that,To elaborate further,D,"'To elaborate further' (để giải thích thêm chi tiết) là lựa chọn đúng vì câu thứ hai cung cấp các ví dụ cụ thể về những biện pháp lockdown. 'To that end' (để đạt được mục đích đó) có thể gây nhầm lẫn nhưng 'to elaborate further' tự nhiên hơn. 'In light of this' (dựa trên điều này) sai vì nó chỉ nguyên nhân-kết quả, không phải giải thích thêm.",2026-06-07T22:03:21.533617+00:00
Từ nối & Diễn ngôn học thuật,Discourse Markers & Linking Words,96676eb6-d0b1-5ea8-8134-c04868e9e6fc,synonym,intermediate,"Which of the following is closest in meaning to 'in essence'? 'The debate over artificial intelligence centers on ethics and safety. _____, the technology raises fundamental questions about human agency and autonomy.'",In detail,Fundamentally,Specifically,Conversely,B,"'Fundamentally' (về bản chất) là từ đồng nghĩa gần nhất với 'in essence' (về bản chất). Cả hai đều dùng để chỉ ý chính hoặc bản chất của vấn đề. 'In detail' (chi tiết) và 'Specifically' (cụ thể) sai vì chúng chỉ sự mở rộng chi tiết, không phải bản chất. 'Conversely' (ngược lại) là một từ nối tương phản, không phù hợp.",2026-06-07T22:03:21.533617+00:00
Từ nối & Diễn ngôn học thuật,Discourse Markers & Linking Words,96676eb6-d0b1-5ea8-8134-c04868e9e6fc,meaning,advanced,"Read the sentence: 'The study revealed that remote work increases productivity for some employees. _____, organizational culture and team cohesion may suffer without in-person interaction.' What is the relationship between these two ideas?",Cause and effect,Similarity,Contrast,Addition,C,"Hai ý này thể hiện mối quan hệ tương phản: một mặt tích cực (tăng năng suất), mặt khác tiêu cực (ảnh hưởng đến văn hóa tổ chức). Từ nối thích hợp sẽ là 'However', 'Nevertheless', hoặc 'Be that as it may'. Đây là một bẫy vì học sinh có thể nhầm lẫn với 'addition' (thêm vào) nếu không chú ý đến ý nghĩa đối lập của hai câu.",2026-06-07T22:03:21.533617+00:00
Phrasal Verb Học Thuật,Verb Patterns,98da29e4-ced5-5b89-83fc-0f93c99a51d7,fill_blank,intermediate,The study failed to _______ the impact of cultural differences on consumer behavior in different markets.,account for,result from,point out,bring about,A,"""Account for"" có nghĩa là giải thích, làm rõ lý do. Câu nói rằng nghiên cứu không giải thích được tác động của sự khác biệt văn hóa. ""Result from"" (xảy ra do), ""point out"" (chỉ ra), ""bring about"" (gây ra) không phù hợp ngữ cảnh.",2026-06-07T16:40:05.211021+00:00
Phrasal Verb Học Thuật,Verb Patterns,98da29e4-ced5-5b89-83fc-0f93c99a51d7,fill_blank,intermediate,Many serious health problems _______ from prolonged exposure to air pollution in industrial areas.,bring about,result from,account for,point out,B,"""Result from"" (xảy ra do, là hậu quả của) là cụm đúng để diễn tả nguyên nhân của các vấn đề sức khỏe. ""Bring about"" (gây ra) có thể dùng nhưng ""result from"" tự nhiên hơn trong bối cảnh này. ""Account for"" và ""point out"" không phù hợp.",2026-06-07T16:40:05.211021+00:00
Phrasal Verb Học Thuật,Verb Patterns,98da29e4-ced5-5b89-83fc-0f93c99a51d7,fill_blank,intermediate,The economic inequality in the country _______ from decades of unfair distribution of resources and opportunities.,brings about,accounts for,stems from,points out,C,"""Stem from"" (bắt nguồn từ, có gốc rễ từ) diễn tả nguyên nhân sâu xa và lâu dài. ""Result from"" cũng có thể dùng nhưng ""stem from"" nhấn mạnh hơn gốc rễ lịch sử. ""Bring about"" và ""account for"" không phù hợp.",2026-06-07T16:40:05.211021+00:00
Phrasal Verb Học Thuật,Verb Patterns,98da29e4-ced5-5b89-83fc-0f93c99a51d7,fill_blank,basic,The technological revolution has _______ significant changes in the way people work and communicate.,pointed out,brought about,stemmed from,resulted from,B,"""Bring about"" (gây ra, tạo ra) là cụm chính xác để nói về việc tạo ra những thay đổi. ""Stem from"" và ""result from"" diễn tả nguyên nhân, không phù hợp. ""Point out"" (chỉ ra) không thích hợp.",2026-06-07T16:40:05.211021+00:00
Phrasal Verb Học Thuật,Verb Patterns,98da29e4-ced5-5b89-83fc-0f93c99a51d7,fill_blank,basic,"The researcher _______ that the data contradicted the original hypothesis, which surprised many colleagues.",brought about,accounted for,pointed out,carried out,C,"""Point out"" (chỉ ra, nhấn mạnh) là cụm đúng để nói về việc nhận xét một sự thật quan trọng. ""Brought about"" (gây ra), ""accounted for"" (giải thích), ""carried out"" (thực hiện) không phù hợp ngữ cảnh.",2026-06-07T16:40:05.211021+00:00
